gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
2966-7,1459985647326,6,director,I'll take it...here we go.,1717769,yes,Good HIT...thank you.,loved,yes,5
2966-7,1459985650631,6,director,1 is mouse,1717769,yes,Good HIT...thank you.,loved,yes,3
2966-7,1459985678590,6,director,"2 is square head, mostly rectangular body...pointer near bottom pointing right",1717769,yes,Good HIT...thank you.,loved,yes,11
2966-7,1459985686039,6,director,3 is dude with two hands up,1717769,yes,Good HIT...thank you.,loved,yes,7
2966-7,1459985699095,6,director,4 is guy with one leg up...looking right,1717769,yes,Good HIT...thank you.,loved,yes,8
2966-7,1459985727063,6,director,5 is the hard to describe one....like two triangles for hands?,1717769,yes,Good HIT...thank you.,loved,yes,11
2966-7,1459985730983,6,director,6 is bunny,1717769,yes,Good HIT...thank you.,loved,yes,3
2966-7,1459985737479,6,director,7 is bird with no pointer,1717769,yes,Good HIT...thank you.,loved,yes,6
2966-7,1459985757601,6,director,8 is rectangular body..small pointer near head pointing right,1717769,yes,Good HIT...thank you.,loved,yes,9
2966-7,1459985775012,6,director,9 is standing guy with one hand pointing left,1717769,yes,Good HIT...thank you.,loved,yes,9
2966-7,1459985782103,6,director,10 is guy sitting down,1717769,yes,Good HIT...thank you.,loved,yes,5
2966-7,1459985800234,6,director,11 is guy with two hands pointing left...one foot off ground pointing right,1717769,yes,Good HIT...thank you.,loved,yes,13
2966-7,1459985814058,6,director,12 is bird with pointer on back,1717769,yes,Good HIT...thank you.,loved,yes,7
2966-7,1459985839307,6,matcher,Okay let me double check right quick,1489079,yes,Thank you!!,loved,yes,7
2966-7,1459985853345,6,director,OK,1717769,yes,Good HIT...thank you.,loved,yes,1
3958-1,1459984820756,1,director,Okay what have you got in position 1?,2282458,yes,Worked great :),loved,yes,8
3958-1,1459984850843,1,matcher,something that looks like a person sitting on their butt.  I have to match your position right?,1938507,yes,,liked,yes,17
3958-1,1459984870280,1,director,Yep. I think I know which one you're talking about too,2282458,yes,Worked great :),loved,yes,11
3958-1,1459984886497,1,director,That one is position 9 on my board,2282458,yes,Worked great :),loved,yes,8
3958-1,1459984892130,1,director,See if you can move it there,2282458,yes,Worked great :),loved,yes,7
3958-1,1459984897307,1,matcher,i did,1938507,yes,,liked,yes,2
3958-1,1459984908129,1,director,"Awesome, next is position 2",2282458,yes,Worked great :),loved,yes,5
3958-1,1459984936813,1,matcher,"why dont you describe what is in each of your positions and ill move mine to match.  Yours dont move, correct?",1938507,yes,,liked,yes,21
3958-1,1459984943269,1,director,yep,2282458,yes,Worked great :),loved,yes,1
3958-1,1459984952948,1,director,Okay so pos 2 is...,2282458,yes,Worked great :),loved,yes,5
3958-1,1459984961140,1,matcher,what is in 1?,1938507,yes,,liked,yes,4
3958-1,1459984980274,1,director,Position 1 is ....oh gosh,2282458,yes,Worked great :),loved,yes,5
3958-1,1459984998633,1,director,Um...kind of like two diamonds near the top,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985007375,1,director,And a swan on the bottom,2282458,yes,Worked great :),loved,yes,6
3958-1,1459985037291,1,matcher,is there a square below the diamonds?,1938507,yes,,liked,yes,7
3958-1,1459985052464,1,director,No. It's a weird shape,2282458,yes,Worked great :),loved,yes,5
3958-1,1459985065932,1,director,One point of it points to the right,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985093167,1,director,It looks like a triangle was taken out of the right side,2282458,yes,Worked great :),loved,yes,12
3958-1,1459985116801,1,director,There is a point sticking upwards on the left side,2282458,yes,Worked great :),loved,yes,10
3958-1,1459985118001,1,matcher,i think i got it,1938507,yes,,liked,yes,5
3958-1,1459985122977,1,matcher,got it,1938507,yes,,liked,yes,2
3958-1,1459985123279,1,director,Cool,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985130479,1,director,"Alright, pos 2...",2282458,yes,Worked great :),loved,yes,3
3958-1,1459985150037,1,director,Looks like a claw with a diamond in it,2282458,yes,Worked great :),loved,yes,9
3958-1,1459985183671,1,matcher,diamond on top right?,1938507,yes,,liked,yes,4
3958-1,1459985187035,1,director,Yep,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985201197,1,matcher,or is it the ghost looking one?,1938507,yes,,liked,yes,7
3958-1,1459985225360,1,matcher,two finger claw?,1938507,yes,,liked,yes,3
3958-1,1459985230144,1,director,Yeah,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985235187,1,matcher,ok,1938507,yes,,liked,yes,1
3958-1,1459985250145,1,matcher,3,1938507,yes,,liked,yes,1
3958-1,1459985269566,1,director,diamond on top with a triangle hanging below it on the right,2282458,yes,Worked great :),loved,yes,12
3958-1,1459985283421,1,matcher,k,1938507,yes,,liked,yes,1
3958-1,1459985292584,1,director,4 then?,2282458,yes,Worked great :),loved,yes,2
3958-1,1459985295793,1,matcher,yep,1938507,yes,,liked,yes,1
3958-1,1459985308228,1,director,Looks like a person holding an urn or vase,2282458,yes,Worked great :),loved,yes,9
3958-1,1459985315517,1,director,The are holding it on the left side,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985325059,1,matcher,"k, 5",1938507,yes,,liked,yes,2
3958-1,1459985348856,1,director,Like looking at a nightstand from the side. Diamond on top,2282458,yes,Worked great :),loved,yes,11
3958-1,1459985358051,1,director,Flat surface,2282458,yes,Worked great :),loved,yes,2
3958-1,1459985359489,1,matcher,got it,1938507,yes,,liked,yes,2
3958-1,1459985364004,1,director,6...,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985381308,1,director,diamond is on the top left side,2282458,yes,Worked great :),loved,yes,7
3958-1,1459985394764,1,director,there is a triangle in the middle on the right,2282458,yes,Worked great :),loved,yes,10
3958-1,1459985403706,1,matcher,k,1938507,yes,,liked,yes,1
3958-1,1459985410409,1,matcher,like someone standing on one leg?,1938507,yes,,liked,yes,6
3958-1,1459985422176,1,director,I think so,2282458,yes,Worked great :),loved,yes,3
3958-1,1459985426584,1,matcher,"k, 7",1938507,yes,,liked,yes,2
3958-1,1459985446109,1,director,"OH, I think 7 is the one you just described",2282458,yes,Worked great :),loved,yes,10
3958-1,1459985464141,1,director,It does look like a person on one leg,2282458,yes,Worked great :),loved,yes,9
3958-1,1459985484740,1,director,6 would be more like a tree with the triangles on the left,2282458,yes,Worked great :),loved,yes,13
3958-1,1459985519971,1,matcher,think i got it,1938507,yes,,liked,yes,4
3958-1,1459985539041,1,matcher,2 triangles on top for 6?,1938507,yes,,liked,yes,6
3958-1,1459985548155,1,director,yep,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985551844,1,matcher,"k, 8",1938507,yes,,liked,yes,2
3958-1,1459985557204,1,director,Alright. This is really hard <_<,2282458,yes,Worked great :),loved,yes,6
3958-1,1459985559573,1,director,8...,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985568436,1,director,"is more simple, diamond on top",2282458,yes,Worked great :),loved,yes,6
3958-1,1459985593084,1,director,Kind of like a person facing the right with their legs tucked up against them,2282458,yes,Worked great :),loved,yes,15
3958-1,1459985605052,1,director,The mane shape is almost a rectangle,2282458,yes,Worked great :),loved,yes,7
3958-1,1459985612814,1,matcher,holding something?,1938507,yes,,liked,yes,2
3958-1,1459985613606,1,director,With a small point sticking out to the right,2282458,yes,Worked great :),loved,yes,9
3958-1,1459985620270,1,matcher,got it,1938507,yes,,liked,yes,2
3958-1,1459985624434,1,director,okay,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985628117,1,matcher,10,1938507,yes,,liked,yes,1
3958-1,1459985662461,1,matcher,"the three left look like a person, monster and unknown to me",1938507,yes,,liked,yes,12
3958-1,1459985672062,1,director,10 has a box falling from a ledge on the right,2282458,yes,Worked great :),loved,yes,11
3958-1,1459985676032,1,director,Maybe the monster,2282458,yes,Worked great :),loved,yes,3
3958-1,1459985679184,1,matcher,yep,1938507,yes,,liked,yes,1
3958-1,1459985692866,1,director,Okay so 11 is a person carrying something,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985698809,1,director,Facing the right,2282458,yes,Worked great :),loved,yes,3
3958-1,1459985705701,1,matcher,"thats round 1 then, submit i guess",1938507,yes,,liked,yes,7
3958-1,1459985709047,1,director,yep,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985716323,2,director,8 right!,2282458,yes,Worked great :),loved,yes,2
3958-1,1459985720587,2,director,Not bad,2282458,yes,Worked great :),loved,yes,2
3958-1,1459985725110,2,matcher,fine with me,1938507,yes,,liked,yes,3
3958-1,1459985735820,2,director,All these shapes are the same,2282458,yes,Worked great :),loved,yes,6
3958-1,1459985742080,2,matcher,"yep, should be quicker now",1938507,yes,,liked,yes,5
3958-1,1459985746187,2,director,nk,2282458,yes,Worked great :),loved,yes,1
3958-1,1459985765520,2,director,Lets give them names to make it faster,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985772692,2,matcher,sure,1938507,yes,,liked,yes,1
3958-1,1459985799669,2,director,person standing on one leg is Bob,2282458,yes,Worked great :),loved,yes,7
3958-1,1459985830525,2,director,person facing left and holding vase is Stacy,2282458,yes,Worked great :),loved,yes,8
3958-1,1459985851878,2,director,"person sitting down, facing left, with legs out is John",2282458,yes,Worked great :),loved,yes,10
3958-1,1459985866079,2,matcher,k,1938507,yes,,liked,yes,1
3958-1,1459985885097,2,director,That monster thing with the diamond falling off the ledge is Jack,2282458,yes,Worked great :),loved,yes,12
3958-1,1459985910219,2,matcher,ghost=ghost,1938507,yes,,liked,yes,1
3958-1,1459985934763,2,director,Which one did you say the ghost looked like?,2282458,yes,Worked great :),loved,yes,9
3958-1,1459985955961,2,matcher,"two arms extended with diamont on flat center, looks like flying",1938507,yes,,liked,yes,11
3958-1,1459985982180,2,director,Aha! I've got that one,2282458,yes,Worked great :),loved,yes,5
3958-1,1459985988701,2,director,We'll just call it Ghost then,2282458,yes,Worked great :),loved,yes,6
3958-1,1459986006218,2,matcher,"i have like 12 minutes left on this hit, started it late!",1938507,yes,,liked,yes,12
3958-1,1459986012487,2,director,oh boy,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986040300,2,director,person facing right while carrying soemthing is Susan,2282458,yes,Worked great :),loved,yes,8
3958-1,1459986056795,2,director,We can go fast with the names,2282458,yes,Worked great :),loved,yes,7
3958-1,1459986063570,2,director,Here's what I have so far,2282458,yes,Worked great :),loved,yes,6
3958-1,1459986119471,2,director,"1: bob, 2: stacy, 3: john, 5: jack, 7: ghost, 10: susan",2282458,yes,Worked great :),loved,yes,12
3958-1,1459986135356,2,director,We might have to race through the others without checking for you to finish in time,2282458,yes,Worked great :),loved,yes,16
3958-1,1459986172105,2,matcher,"lets do what we can, what is in 4?",1938507,yes,,liked,yes,9
3958-1,1459986195361,2,director,diamond on top. It's the person sitting with their legs tucked in. small point facing right on bottom,2282458,yes,Worked great :),loved,yes,18
3958-1,1459986201233,2,director,We'll call him Daniel,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986218830,2,matcher,ok,1938507,yes,,liked,yes,1
3958-1,1459986221789,2,matcher,6,1938507,yes,,liked,yes,1
3958-1,1459986232716,2,director,6 is lopsided tree,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986236757,2,director,diamond on left,2282458,yes,Worked great :),loved,yes,3
3958-1,1459986242204,2,director,two triangles stacked on left,2282458,yes,Worked great :),loved,yes,5
3958-1,1459986245367,2,director,below diamond,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986249715,2,director,We'll call it Tree,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986259434,2,matcher,k,1938507,yes,,liked,yes,1
3958-1,1459986267649,2,director,Any more?,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986280308,2,matcher,8,1938507,yes,,liked,yes,1
3958-1,1459986290909,2,director,8 is nightstand,2282458,yes,Worked great :),loved,yes,3
3958-1,1459986296508,2,director,diamond on flat top,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986298776,2,matcher,9,1938507,yes,,liked,yes,1
3958-1,1459986300305,2,director,We'll call it Table,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986303477,2,director,9 is...,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986336629,2,director,diamond sitting between weird shape and triangle hanging off right side,2282458,yes,Worked great :),loved,yes,11
3958-1,1459986342873,2,director,We'll call it Stuck,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986363331,2,matcher,"lets check them, time issues",1938507,yes,,liked,yes,5
3958-1,1459986378856,3,director,8 again not bad,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986388686,3,director,let me generate the names and we'll go to next round,2282458,yes,Worked great :),loved,yes,11
3958-1,1459986402113,3,matcher,k,1938507,yes,,liked,yes,1
3958-1,1459986448408,3,director,"1: daniel, 2: susan, 3: bob, 4: ??, 5: ghost, 6: monster, 7: tree, 8: table, 9:??",2282458,yes,Worked great :),loved,yes,17
3958-1,1459986466435,3,director,"10: stuck, 11: john, 12: stacy",2282458,yes,Worked great :),loved,yes,6
3958-1,1459986480495,3,director,Any clarification?,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986527314,4,director,7 still not bad,2282458,yes,Worked great :),loved,yes,4
3958-1,1459986530582,4,director,generating names again,2282458,yes,Worked great :),loved,yes,3
3958-1,1459986537017,4,matcher,at least we can get it done,1938507,yes,,liked,yes,7
3958-1,1459986547621,4,director,"1: tree, 2: stacy",2282458,yes,Worked great :),loved,yes,4
3958-1,1459986550217,4,director,and no kidding,2282458,yes,Worked great :),loved,yes,3
3958-1,1459986585516,4,director,"3: table, 4: ??, 5: susan, 6: daniel",2282458,yes,Worked great :),loved,yes,8
3958-1,1459986606547,4,director,"7: bob, 8: john, 9: monster, 10: stuck",2282458,yes,Worked great :),loved,yes,8
3958-1,1459986613648,4,director,"11: ghost, 12: ??",2282458,yes,Worked great :),loved,yes,4
3958-1,1459986641823,5,matcher,oh well,1938507,yes,,liked,yes,2
3958-1,1459986651668,5,director,Its really good for having to rush lol,2282458,yes,Worked great :),loved,yes,8
3958-1,1459986651724,5,matcher,i got 2 minutes,1938507,yes,,liked,yes,4
3958-1,1459986656824,5,director,1: table,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986658934,5,director,2: tree,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986662124,5,director,3: bob,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986667128,5,director,submit fast er if you need to,2282458,yes,Worked great :),loved,yes,7
3958-1,1459986670805,5,director,4: mosnter,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986687299,6,director,ouch,2282458,yes,Worked great :),loved,yes,1
3958-1,1459986691845,6,director,1: monster,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986700392,6,director,2: john,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986706727,6,director,3: susan,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986710903,6,director,5: tree,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986714323,6,director,9: ghost,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986717679,6,director,11: bob,2282458,yes,Worked great :),loved,yes,2
3958-1,1459986726648,6,director,8: stuck,2282458,yes,Worked great :),loved,yes,2
5361-f,1459984872212,1,matcher,So?,2815955,yes,It was very nice,loved,yes,1
5361-f,1459984887019,1,director,sorry i thought it was going to be one board at a time,2859644,yes,Shockingly fun!,loved,yes,13
5361-f,1459984890003,1,director,anyway!,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459984915841,1,director,for board one way you need to but the biggest triangle so that the right angle is facing bottom left,2859644,yes,Shockingly fun!,loved,yes,20
5361-f,1459984982339,1,director,"the next smallest triangle will go with the long part facing down, overlapping the right corner of the big triangle",2859644,yes,Shockingly fun!,loved,yes,20
5361-f,1459985017240,1,director,"the square will be at the top corner of the big triangle, corner to corner, at angle so that the square is ALMOST parallel with the slanted edge of the big triangle",2859644,yes,Shockingly fun!,loved,yes,32
5361-f,1459985057446,1,director,the third biggest triangle will be coming off of the square's top corner,2859644,yes,Shockingly fun!,loved,yes,13
5361-f,1459985070433,1,director,the long side of this triangle will be facing down,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985095845,1,director,"the smallest triangle will be coming off of the same square corner, its long side facing to the right",2859644,yes,Shockingly fun!,loved,yes,19
5361-f,1459985101751,1,director,...yeah,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459985114082,1,matcher,This is hard,2815955,yes,It was very nice,loved,yes,3
5361-f,1459985141352,1,director,omfg wait i think i explained this all wrong,2859644,yes,Shockingly fun!,loved,yes,9
5361-f,1459985144449,1,director,wow im rly dumb,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459985145953,1,director,okay,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459985166767,1,director,hold on,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459985166920,1,matcher,"Noo, I am really bad at math lol",2815955,yes,It was very nice,loved,yes,8
5361-f,1459985176223,1,director,haha okay WOW,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459985181010,1,matcher,Okay look,2815955,yes,It was very nice,loved,yes,2
5361-f,1459985186353,1,director,no,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459985187915,1,director,i got this,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459985206827,1,director,the one that looks like it has bunny ears is picture one,2859644,yes,Shockingly fun!,loved,yes,12
5361-f,1459985206940,1,matcher,If you see the tangram as whole it forms a figure of a man,2815955,yes,It was very nice,loved,yes,14
5361-f,1459985213678,1,matcher,Yasssss,2815955,yes,It was very nice,loved,yes,1
5361-f,1459985216224,1,matcher,c:,2815955,yes,It was very nice,loved,yes,1
5361-f,1459985217026,1,director,okay,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459985229602,1,director,"SO, then the one that looks like a man sitting down is picture 3",2859644,yes,Shockingly fun!,loved,yes,14
5361-f,1459985240376,1,director,like with his legs outstretched,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985298179,1,director,"picture four with the one that looks like a person standing one one leg, with his back leg out behind him",2859644,yes,Shockingly fun!,loved,yes,21
5361-f,1459985307761,1,matcher,Awesome,2815955,yes,It was very nice,loved,yes,1
5361-f,1459985330129,1,director,picture 7 kind of looks like the dancing emoji if you know im talking about,2859644,yes,Shockingly fun!,loved,yes,15
5361-f,1459985388720,1,director,"picture five looks somebody standing with their hands out, but their crouching",2859644,yes,Shockingly fun!,loved,yes,12
5361-f,1459985460919,1,director,picture 10 looks like the pope sort of with arm outstretched,2859644,yes,Shockingly fun!,loved,yes,11
5361-f,1459985472804,1,director,"picture 11 looks the same, but a little less detailed",2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985506497,1,director,"picture 12 is like a guy with both hands in the air, kind of like  ¯\_(ツ)_/¯",2859644,yes,Shockingly fun!,loved,yes,16
5361-f,1459985522214,1,director,"picture 6 looks like picture 5, but again less detailed",2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985532802,1,director,"i think that leaves 2, 8, and 9?",2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459985579548,1,director,"2 is kind of animal like, like a sitting animal?",2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985589834,1,director,8 kind of looks like a penguin kicking something,2859644,yes,Shockingly fun!,loved,yes,9
5361-f,1459985604562,1,director,and 9 is kind of just an ovalish blob with a square coming out of the top,2859644,yes,Shockingly fun!,loved,yes,17
5361-f,1459985644534,1,matcher,Oh my God,2815955,yes,It was very nice,loved,yes,3
5361-f,1459985648979,1,matcher,You are good at this,2815955,yes,It was very nice,loved,yes,5
5361-f,1459985651256,1,matcher,Lets see,2815955,yes,It was very nice,loved,yes,2
5361-f,1459985664259,2,director,okay!,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459985665719,2,matcher,Not bad haha,2815955,yes,It was very nice,loved,yes,3
5361-f,1459985674567,2,director,it could be worse!,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459985693246,2,director,so the bunny ears one is 1 again,2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459985698861,2,director,the detailed pope is 2,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985726691,2,director,4 is the oval blob with a square. it kind of looks like a sack!,2859644,yes,Shockingly fun!,loved,yes,15
5361-f,1459985736619,2,director,6 is the crouching person,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985742480,2,director,7 is the kicking penguin,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985751799,2,director,8 is the person leaning over with their leg outstretched,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985755982,2,director,9 is the small animal,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985759522,2,director,10 is the dancing emoji,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985763420,2,director,11 is  ¯\_(ツ)_/¯,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459985770565,2,director,12 is the sitting kind of fat man,2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459985788470,2,director,that leaves 3 and five?,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985815791,2,director,"so 3 is the one that looks like the crouching man, but more blocky and less detailed. it has a triangle sticking out of the back if that helps.",2859644,yes,Shockingly fun!,loved,yes,29
5361-f,1459985864389,2,director,"and 5 is like a rectangle on the left, but the right is jagged. theres a diamond on top",2859644,yes,Shockingly fun!,loved,yes,19
5361-f,1459985911458,3,matcher,Gaaah,2815955,yes,It was very nice,loved,yes,1
5361-f,1459985912342,3,director,welp haha,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459985934470,3,director,"i feel like were actually getting them right or something, i dont know? i feel like the descriptions are good!",2859644,yes,Shockingly fun!,loved,yes,20
5361-f,1459985936905,3,director,oh well,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459985945466,3,director,imma use the same descriptors,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985952562,3,director,1 is the detailed pope,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985957209,3,director,2 is the kicking penguin,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985960909,3,director,3 is the crouching man,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985963335,3,director,4 is bunny ears,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459985971711,3,director,5 is blocky crouching man,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459985981079,3,director,6 is the sack like thing,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459985989079,3,director,7 is the person leaning over with his leg out,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459985992153,3,director,8 is the small animal,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986003035,3,director,"9 is the rectangle left, jagged right, diamond on top",2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459986007474,3,director,10 is the dancing emoji,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986012669,3,director,11 is the laying down man,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986017313,3,director,12 is  ¯\_(ツ)_/¯,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459986120390,4,matcher,Oh my god,2815955,yes,It was very nice,loved,yes,3
5361-f,1459986123262,4,matcher,Im terrible,2815955,yes,It was very nice,loved,yes,2
5361-f,1459986127488,4,matcher,:(,2815955,yes,It was very nice,loved,yes,1
5361-f,1459986127645,4,director,hahah no its okay,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459986134411,4,director,honestly youre doing really good,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986148179,4,director,we got this!,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459986152119,4,director,1 is bunny ears,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459986165728,4,director,im not sure if that one is maybe being confused? the bunny ears are both triangles,2859644,yes,Shockingly fun!,loved,yes,16
5361-f,1459986180011,4,matcher,On the top of a square right?,2815955,yes,It was very nice,loved,yes,7
5361-f,1459986183601,4,director,yes!,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459986191683,4,director,okay good!,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459986209330,4,director,2 is the small animal type one. this one's ears are square and a triangle on top of triangle,2859644,yes,Shockingly fun!,loved,yes,19
5361-f,1459986251107,4,director,"3 is the 'blocky' crouching man, although now looking at it, he kind of looks like he could be praying",2859644,yes,Shockingly fun!,loved,yes,20
5361-f,1459986269918,4,director,"like, actually on his knees with a (square) head turned up",2859644,yes,Shockingly fun!,loved,yes,11
5361-f,1459986281721,4,director,"4 is the regular crouching man, who just looks like his knees are bent",2859644,yes,Shockingly fun!,loved,yes,14
5361-f,1459986290817,4,director,5 is the man leaning over with his leg outstretched,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459986303653,4,director,6 is the kicking penguin,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986317019,4,matcher,He has a square on his back?,2815955,yes,It was very nice,loved,yes,7
5361-f,1459986323253,4,director,which one?,2859644,yes,Shockingly fun!,loved,yes,2
5361-f,1459986340279,4,matcher,The penguin? Like on the back of his neck?,2815955,yes,It was very nice,loved,yes,9
5361-f,1459986342816,4,director,yes!,2859644,yes,Shockingly fun!,loved,yes,1
5361-f,1459986362937,4,director,haha i kind of pictured it as his wing? haha idk. but yes correct!,2859644,yes,Shockingly fun!,loved,yes,14
5361-f,1459986367776,4,director,7 is  ¯\_(ツ)_/¯,2859644,yes,Shockingly fun!,loved,yes,3
5361-f,1459986401568,4,director,"8 is the sack, which is just a diamond on top, with a house type shape underneath, and a triangle coming out of the side on the right",2859644,yes,Shockingly fun!,loved,yes,28
5361-f,1459986414285,4,director,9 is the laying down man,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986418153,4,director,10 is dancing emoji,2859644,yes,Shockingly fun!,loved,yes,4
5361-f,1459986434609,4,director,"11 is the rectangle side on the left, with jagged right side, and diamond on top",2859644,yes,Shockingly fun!,loved,yes,16
5361-f,1459986443858,4,director,12 is the pope type guy,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986454074,4,director,before you submit are there any you're not sure about?,2859644,yes,Shockingly fun!,loved,yes,10
5361-f,1459986477634,4,matcher,What do you mean by pope guy?,2815955,yes,It was very nice,loved,yes,7
5361-f,1459986547448,4,director,"okay! haha sorry im terrible. he has a diamond head, and a rectangle body with a small triangle on the bottom left that look like feet. on the left side of his body, there's a squarish shape that comes out that kind of looks like he's holding a book or something.",2859644,yes,Shockingly fun!,loved,yes,51
5361-f,1459986583176,4,matcher,Ant the dancing emoji?,2815955,yes,It was very nice,loved,yes,4
5361-f,1459986617530,4,director,okay that one is hard. gimme a sec,2859644,yes,Shockingly fun!,loved,yes,8
5361-f,1459986719503,4,director,"it sort of looks like the letter 'J,' but at the top, there is a square coming out of the left, and at the bottom right, there is a small triangle coming off of the side",2859644,yes,Shockingly fun!,loved,yes,36
5361-f,1459986725636,4,director,does that help? im really sorry,2859644,yes,Shockingly fun!,loved,yes,6
5361-f,1459986745373,4,matcher,I think I got this,2815955,yes,It was very nice,loved,yes,5
5361-f,1459986747519,4,matcher,Noo,2815955,yes,It was very nice,loved,yes,1
5361-f,1459986751506,4,matcher,you are great,2815955,yes,It was very nice,loved,yes,3
5361-f,1459986754370,4,matcher,Lets see,2815955,yes,It was very nice,loved,yes,2
5361-f,1459986761752,5,matcher,Oh boy :/,2815955,yes,It was very nice,loved,yes,3
5361-f,1459986763345,5,matcher,Haha,2815955,yes,It was very nice,loved,yes,1
5361-f,1459986766792,5,director,alright alright haha its okay,2859644,yes,Shockingly fun!,loved,yes,5
5361-f,1459986785155,5,director,1 is the crouching guy,2859644,yes,Shockingly fun!,loved,yes,5
