gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
3825-d,1459978158837,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978170720,1,director,2 looks like he's sitting down facing left with his knees bent,1900106,yes,This was fun!,loved,yes,12
3825-d,1459978186806,1,matcher,ok,1726840,yes,,loved,yes,1
3825-d,1459978215384,1,director,3 is just vertical with the left side being straight down and the right side being further out at the top,1900106,yes,This was fun!,loved,yes,21
3825-d,1459978264533,1,matcher,with a diamond shaped head?,1726840,yes,,loved,yes,5
3825-d,1459978268376,1,director,yep,1900106,yes,This was fun!,loved,yes,1
3825-d,1459978271616,1,matcher,ok,1726840,yes,,loved,yes,1
3825-d,1459978307778,1,director,4 looks like it's facing left holding a box in front of him.,1900106,yes,This was fun!,loved,yes,13
3825-d,1459978319596,1,director,Kinda looks like it's wearing a robe,1900106,yes,This was fun!,loved,yes,7
3825-d,1459978327092,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978344238,1,director,"5 looks like it has a bird head and cube wings.  One leg in the air, facing left.",1900106,yes,This was fun!,loved,yes,18
3825-d,1459978384095,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978400254,1,director,6 looks like it's facing right with it's arms stretched out to the sides in the air,1900106,yes,This was fun!,loved,yes,17
3825-d,1459978442829,1,matcher,knees bent?,1726840,yes,,loved,yes,2
3825-d,1459978484309,1,director,No knees or legs. The body is diagonal straight down to the right.,1900106,yes,This was fun!,loved,yes,13
3825-d,1459978523467,1,matcher,i think i have it,1726840,yes,,loved,yes,5
3825-d,1459978558815,1,director,7 is kind of vertical again.  Cube head.  The body is straight and then angles slightly at the bottom to the right.  It's kind of thick.,1900106,yes,This was fun!,loved,yes,26
3825-d,1459978581322,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978620158,1,director,"8 looks kinda of like a mouse with a triangle ear, square ear, and triangle head looking to the left.  The body is bulky.",1900106,yes,This was fun!,loved,yes,24
3825-d,1459978652286,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978676803,1,director,9 looks like it's praying.  The one with the straight back.,1900106,yes,This was fun!,loved,yes,11
3825-d,1459978715288,1,matcher,facing right?,1726840,yes,,loved,yes,2
3825-d,1459978717997,1,director,Yep,1900106,yes,This was fun!,loved,yes,1
3825-d,1459978720312,1,matcher,ok,1726840,yes,,loved,yes,1
3825-d,1459978741745,1,director,"10 looks kind of like 8, but with the more narrow rectangular head",1900106,yes,This was fun!,loved,yes,13
3825-d,1459978801104,1,matcher,It has the cube at the top left?,1726840,yes,,loved,yes,8
3825-d,1459978806223,1,director,Yes,1900106,yes,This was fun!,loved,yes,1
3825-d,1459978809330,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978828556,1,director,"11 looks like the bunny with a triangle body. Triangle ears, square head.",1900106,yes,This was fun!,loved,yes,13
3825-d,1459978841258,1,matcher,got it,1726840,yes,,loved,yes,2
3825-d,1459978889589,1,director,"12 is the square head, looks like it's hold arms in front facing right with the top of a triangle sticking up at the back",1900106,yes,This was fun!,loved,yes,25
3825-d,1459978902619,1,matcher,ok. got it. gonna submit now,1726840,yes,,loved,yes,6
3825-d,1459978924840,2,director,1 is the praying guy facing right,1900106,yes,This was fun!,loved,yes,7
3825-d,1459978955971,2,matcher,"straight back, right?",1726840,yes,,loved,yes,3
3825-d,1459978958562,2,director,Yep,1900106,yes,This was fun!,loved,yes,1
3825-d,1459978961554,2,matcher,k,1726840,yes,,loved,yes,1
3825-d,1459978985006,2,director,"2 is the square ear, sort of triangle ear and narrow rectangular head",1900106,yes,This was fun!,loved,yes,13
3825-d,1459979025599,2,matcher,k,1726840,yes,,loved,yes,1
3825-d,1459979030938,2,director,3 is the bunny with the triangle body,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979051141,2,director,4 is the mouse with the square ear and triable ear and bulky body,1900106,yes,This was fun!,loved,yes,14
3825-d,1459979062888,2,matcher,k,1726840,yes,,loved,yes,1
3825-d,1459979077625,2,director,"5 is the bird head, square wings and leg up",1900106,yes,This was fun!,loved,yes,10
3825-d,1459979092818,2,matcher,k,1726840,yes,,loved,yes,1
3825-d,1459979101584,2,director,"6 is the square head, thick body, straight left side and right further out at the top",1900106,yes,This was fun!,loved,yes,17
3825-d,1459979111238,2,director,7 is the figure skater with the leg behind him,1900106,yes,This was fun!,loved,yes,10
3825-d,1459979152945,2,director,8 is the square head with the thick body that goes straight down then angles to the right at the bottom,1900106,yes,This was fun!,loved,yes,21
3825-d,1459979173443,2,matcher,kk,1726840,yes,,loved,yes,1
3825-d,1459979175074,2,director,9 is the guy with the arms out to each of his sides.,1900106,yes,This was fun!,loved,yes,13
3825-d,1459979190681,2,director,10 is the guy sitting facing his left with his knees bent,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979214247,2,director,11 is the person facing right with the arms up in front and the triangle piece sticking out in back,1900106,yes,This was fun!,loved,yes,20
3825-d,1459979228107,2,director,12 is the guy in the robe facing left holding the box in front of him,1900106,yes,This was fun!,loved,yes,16
3825-d,1459979239476,2,matcher,k. submitting,1726840,yes,,loved,yes,2
3825-d,1459979257686,3,director,1 is the person facing right with arms up and the triangle sticking out in back,1900106,yes,This was fun!,loved,yes,16
3825-d,1459979274921,3,director,"2 is the square earn, triangle ear, and narrow rectangular head",1900106,yes,This was fun!,loved,yes,11
3825-d,1459979292438,3,director,3 is the mouse,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979312142,3,director,4 is the bird head and square wing,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979327705,3,director,5 is the person sitting looking left with the knees bent,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979345175,3,director,6 is the robed man facing left holding the box in front,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979360860,3,director,7 is the square head straight body that angles to the right at the bottom,1900106,yes,This was fun!,loved,yes,15
3825-d,1459979387440,3,director,8 is the square head facing right with the straight back and right out futher on top,1900106,yes,This was fun!,loved,yes,17
3825-d,1459979392807,3,director,9 is the figure skater,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979403580,3,director,10 is the guy with his arms out to his sides,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979412961,3,director,11 is the praying person with the straight back,1900106,yes,This was fun!,loved,yes,9
3825-d,1459979418505,3,director,12 is the bunny with the triangle body,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979424602,3,matcher,k,1726840,yes,,loved,yes,1
3825-d,1459979431528,4,director,1 is the bird man,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979441524,4,director,2 is the praying man with the straight back,1900106,yes,This was fun!,loved,yes,9
3825-d,1459979449676,4,director,3 is the guy with the arms at his side,1900106,yes,This was fun!,loved,yes,10
3825-d,1459979453889,4,director,4 is the figure skater,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979464841,4,director,5 is the man sitting facing left with his knees bent,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979472383,4,director,6 is the bunny with the triangle body,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979486438,4,director,7 is the square head with the straight left and right futher out on top,1900106,yes,This was fun!,loved,yes,15
3825-d,1459979502083,4,director,8 is the square ear and triangle ear with the narrow head,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979505920,4,director,9 is the mouse,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979521083,4,director,10 is the person facing right with the arms up with the triangle piece in back,1900106,yes,This was fun!,loved,yes,16
3825-d,1459979528865,4,director,11 is the robed man facing left with the box,1900106,yes,This was fun!,loved,yes,10
3825-d,1459979540217,4,director,12 is the straight body with the angle to the right at the bottom,1900106,yes,This was fun!,loved,yes,14
3825-d,1459979547820,4,matcher,k. you're good,1726840,yes,,loved,yes,3
3825-d,1459979562084,5,director,1 is the praying man with the straight back,1900106,yes,This was fun!,loved,yes,9
3825-d,1459979574874,5,director,2 is the straight body with the angle to the right at the bottom,1900106,yes,This was fun!,loved,yes,14
3825-d,1459979584122,5,director,3 is the straight left with the right further at the top,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979591370,5,director,4 is the guy with his knees bent,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979599504,5,director,5 is the guy with his arms out to his sides,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979610275,5,director,6 is the person facing right with the triangle piece in back,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979613744,5,director,7 is the bird man,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979618077,5,director,8 is the bunny,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979625856,5,director,9 is the figure skater,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979630825,5,director,10 is the robed man with the box,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979641500,5,director,11 is the square ear with the narrow head,1900106,yes,This was fun!,loved,yes,9
3825-d,1459979644675,5,director,12 is the mouse,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979650196,5,director,You're doing well too!,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979659322,5,matcher,thanks. submitting,1726840,yes,,loved,yes,2
3825-d,1459979666391,6,director,1 is the figure skater,1900106,yes,This was fun!,loved,yes,5
3825-d,1459979669181,6,director,2 is the mouse,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979675581,6,director,3 is the guy with his arms at his sides,1900106,yes,This was fun!,loved,yes,10
3825-d,1459979682861,6,director,4 is the robed man with the box,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979689482,6,director,5 is the bunny,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979707755,6,director,6 is the man sitting with legs bent,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979720921,6,director,7 is the person facing right with the triangle piece in back,1900106,yes,This was fun!,loved,yes,12
3825-d,1459979730964,6,director,8 is the square ear and narrow head,1900106,yes,This was fun!,loved,yes,8
3825-d,1459979741504,6,director,9 is the straight body that angles right at the bottom,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979750046,6,director,10 is the praying man with the straight back,1900106,yes,This was fun!,loved,yes,9
3825-d,1459979753131,6,director,11 is bird man,1900106,yes,This was fun!,loved,yes,4
3825-d,1459979765381,6,director,12 is the straight back and right further at the top,1900106,yes,This was fun!,loved,yes,11
3825-d,1459979771699,6,matcher,k,1726840,yes,,loved,yes,1
6050-b,1459978622033,1,director,Hi?,NA,NA,NA,NA,NA,1
6050-b,1459978644622,1,matcher,"hi, I'm ready to do this!",2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,6
6050-b,1459978648669,1,director,Awesome!,NA,NA,NA,NA,NA,1
6050-b,1459978665098,1,director,So the first block has two visible triangles located on the right side,NA,NA,NA,NA,NA,13
6050-b,1459978675418,1,director,A somewhat lopsided square next to the top triangle,NA,NA,NA,NA,NA,9
6050-b,1459978705482,1,director,Bottom triangle is pointed downwards but diagonally,NA,NA,NA,NA,NA,7
6050-b,1459978708601,1,director,You think you got it?,NA,NA,NA,NA,NA,5
6050-b,1459978712530,1,matcher,yes,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459978723579,1,director,Okay. The second one kinda looks like a guy standing on one foot,NA,NA,NA,NA,NA,13
6050-b,1459978728329,1,director,With two arms stretched out,NA,NA,NA,NA,NA,5
6050-b,1459978732593,1,matcher,got it,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,2
6050-b,1459978750906,1,director,Third block looks like he's just sitting,NA,NA,NA,NA,NA,7
6050-b,1459978754569,1,director,It's practically one figure,NA,NA,NA,NA,NA,4
6050-b,1459978756297,1,director,No triangles,NA,NA,NA,NA,NA,2
6050-b,1459978758153,1,matcher,ok,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459978770393,1,director,It is also the 'roundest one',NA,NA,NA,NA,NA,6
6050-b,1459978788729,1,director,Fourth block looks like he's taking flight. No tringles,NA,NA,NA,NA,NA,9
6050-b,1459978794886,1,director,Lopsided square inbetween the wings,NA,NA,NA,NA,NA,5
6050-b,1459978803850,1,matcher,ok,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459978842185,1,director,Fifth block is kinda weird. Looks like a somewhat kneeling person. But the simplest way I can put it,NA,NA,NA,NA,NA,19
6050-b,1459978852601,1,director,is the square bock is touching the top of the triangle,NA,NA,NA,NA,NA,11
6050-b,1459978862044,1,matcher,ok,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459978865329,1,director,There seems to be something portruding out of his back,NA,NA,NA,NA,NA,10
6050-b,1459978883209,1,director,You can set that aside if it is difficult to understand,NA,NA,NA,NA,NA,11
6050-b,1459978888934,1,matcher,got it,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,2
6050-b,1459978892569,1,director,Awesome!,NA,NA,NA,NA,NA,1
6050-b,1459978894424,1,director,Sixth block,NA,NA,NA,NA,NA,2
6050-b,1459978901048,1,director,Looks like a guy pacing,NA,NA,NA,NA,NA,5
6050-b,1459978915720,1,director,head facing right? but body walking to the left,NA,NA,NA,NA,NA,9
6050-b,1459978929017,1,director,Or looks like he's about to fall backwards with his arms stretched out,NA,NA,NA,NA,NA,13
6050-b,1459978941360,1,matcher,got itt,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,2
6050-b,1459978945673,1,director,Alright,NA,NA,NA,NA,NA,1
6050-b,1459978972073,1,director,Seventh block. Looks the most like a guy doing a prayer or looking upwards while slightly bending his knees,NA,NA,NA,NA,NA,19
6050-b,1459979003527,1,matcher,ok,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459979017417,1,director,Eighth block looks like a guy sitting down with his legs bended in frnot of him,NA,NA,NA,NA,NA,16
6050-b,1459979027527,1,matcher,yes,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459979034457,1,director,Ninth block is just like seventh,NA,NA,NA,NA,NA,6
6050-b,1459979038327,1,director,except imagine him wearing a robe,NA,NA,NA,NA,NA,6
6050-b,1459979044264,1,director,Doing a prayer,NA,NA,NA,NA,NA,3
6050-b,1459979074479,1,matcher,i think i got it,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,5
6050-b,1459979081223,1,director,"So in other words, it has a little bit more shapes included in it, but generally looks very similar to the seventh",NA,NA,NA,NA,NA,22
6050-b,1459979093480,1,director,"Square 'head' is on the same spot, and 'arms' are too",NA,NA,NA,NA,NA,11
6050-b,1459979100759,1,matcher,ok,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,1
6050-b,1459979118665,1,director,The tenth one looks like just a guy standing possibly holding a platter or something in front of him.,NA,NA,NA,NA,NA,19
6050-b,1459979128968,1,director,You have the lopsided square on top. A bigger figure on bottom,NA,NA,NA,NA,NA,12
6050-b,1459979139191,1,director,In the middle of the figure are shapes portruding out to YOUR left,NA,NA,NA,NA,NA,13
6050-b,1459979146551,1,director,"To the right, it's just a straight line down",NA,NA,NA,NA,NA,9
6050-b,1459979149631,1,matcher,got it,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,2
6050-b,1459979162631,1,director,Awesome. Next one is kinda weird,NA,NA,NA,NA,NA,6
6050-b,1459979167848,1,director,You have the square on top,NA,NA,NA,NA,NA,6
6050-b,1459979175111,1,director,YOUR left is completely straight down,NA,NA,NA,NA,NA,6
6050-b,1459979200183,1,director,And a bit pointing on the top-right of the figure below the square,NA,NA,NA,NA,NA,13
6050-b,1459979207429,1,matcher,got it,2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,2
6050-b,1459979210984,1,director,Okay,NA,NA,NA,NA,NA,1
6050-b,1459979214187,1,director,What do you have for the last one?,NA,NA,NA,NA,NA,8
6050-b,1459979315519,1,matcher,"it kind of looks like a person dancing, maybe kneeling with one foot extended,head (square) is looking up kinda",2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,19
6050-b,1459979361838,1,director,Hmm... how would you describe number 2?,NA,NA,NA,NA,NA,7
6050-b,1459979387768,1,director,Because the one I have leftover for number 12 is a square with two triangles attached to one of its angle,NA,NA,NA,NA,NA,21
6050-b,1459979408953,1,matcher,"a person standing on one foot , other foot stretched out behind..like a ballerina",2615743,yes,"loved this expoeriment...it was so much fun,  had a great partner, which helped. Thank you!",loved,yes,14
